Year,State,LGA,Season,Temperature (°C),Precipitation (mm),Weather Event,Crop 1,Crop 2,Crop 3,Planting to Harvest Duration Crop 1 (Months),Planting to Harvest Duration Crop 2 (Months),Planting to Harvest Duration Crop 3 (Months),Planting Season Crop 1,Planting Season Crop 2,Planting Season Crop 3,Effect on Crop 1,Effect on Crop 2,Effect on Crop 3,Yield Impact Crop 1 (%),Yield Impact Crop 2 (%),Yield Impact Crop 3 (%)
2024,Enugu,Igbo-Etiti,Wet,26.9,1938,Flood,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-40,-50,-50
2024,Enugu,Igbo-Etiti,Dry,29.1,112,Normal,Cassava,Maize,Rice,10,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2024,Enugu,Igbo-Eze North,Wet,26.6,1690,Flood,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-40,-50
2024,Enugu,Igbo-Eze North,Dry,28.4,145,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2024,Enugu,Igbo-Eze South,Wet,27.1,1623,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Enugu,Igbo-Eze South,Dry,29.5,130,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Enugu,Isi-Uzo,Wet,26.7,1632,Normal,Cassava,Yam,Rice,10,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Enugu,Isi-Uzo,Dry,28.2,140,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,Enugu,Nkanu East,Wet,27.1,1749,Flood,Yam,Maize,Cassava,9,3,10,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-35,-50
2024,Enugu,Nkanu East,Dry,28.4,117,Normal,Yam,Maize,Rice,9,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2024,Enugu,Nkanu West,Wet,26.9,1890,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Enugu,Nkanu West,Dry,29.2,131,Normal,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2024,Enugu,Nsukka,Wet,27.4,1724,Flood,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-35,-40,-50
2024,Enugu,Nsukka,Dry,29.4,114,Normal,Cassava,Maize,Rice,10,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2024,Enugu,Oji River,Wet,27.2,1756,Flood,Yam,Cassava,Rice,9,10,4,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-40
2024,Enugu,Oji River,Dry,28.1,128,Normal,Cassava,Maize,Rice,10,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2024,Enugu,Udenu,Wet,27.3,1791,Flood,Yam,Cassava,Rice,9,10,4,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-40
2024,Enugu,Udenu,Dry,28.5,123,Normal,Cassava,Yam,Maize,10,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,Enugu,Udi,Wet,26.6,1973,Flood,Yam,Maize,Rice,9,3,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-35,-40
2024,Enugu,Udi,Dry,28.4,80,Normal,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Enugu,Uzo-Uwani,Wet,26.7,1744,Flood,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-40,-50,-50
2024,Enugu,Uzo-Uwani,Dry,29.4,127,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,FCT,Abaji,Wet,27.6,1405,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2024,FCT,Abaji,Dry,28.7,74,Drought,Cassava,Maize,Rice,11,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-25,-30,-50
2024,FCT,Bwari,Wet,27.3,1573,Normal,Cassava,Rice,Yam,10,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,FCT,Bwari,Dry,27.7,73,Drought,Maize,Rice,Cassava,4,5,11,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-25
2024,FCT,Gwagwalada,Wet,27,1111,Flood,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-40,-50,-35
2024,FCT,Gwagwalada,Dry,28.3,78,Drought,Yam,Maize,Cassava,10,4,11,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Reduced Yield,-25,-30,-25
2024,FCT,Kuje,Wet,27.6,1260,Flood,Maize,Yam,Rice,3,9,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-35,-50,-40
2024,FCT,Kuje,Dry,28.5,92,Drought,Cassava,Maize,Rice,11,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-25,-30,-50
2024,FCT,Kwali,Wet,27.9,1396,Flood,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-40,-50,-50
2024,FCT,Kwali,Dry,28.7,86,Normal,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,FCT,Municipal Area Council,Wet,27.7,1270,Normal,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,FCT,Municipal Area Council,Dry,27.7,82,Drought,Cassava,Yam,Rice,11,10,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-25,-25,-50
2024,Gombe,Akko,Wet,28.8,696,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2024,Gombe,Akko,Dry,30.2,50,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2024,Gombe,Balanga,Wet,27.8,999,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2024,Gombe,Balanga,Dry,30.3,70,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2024,Gombe,Billiri,Wet,28,774,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2024,Gombe,Billiri,Dry,30.8,79,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2024,Gombe,Dukku,Wet,27.7,897,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2024,Gombe,Dukku,Dry,30.6,56,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2024,Gombe,Funakaye,Wet,28.2,878,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2024,Gombe,Funakaye,Dry,30.8,73,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2024,Gombe,Gombe,Wet,29.4,863,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2024,Gombe,Gombe,Dry,30.9,37,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2024,Gombe,Kaltungo,Wet,28.3,946,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2024,Gombe,Kaltungo,Dry,29.9,78,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2024,Gombe,Kwami,Wet,28.8,720,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2024,Gombe,Kwami,Dry,31.8,39,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2024,Gombe,Nafada,Wet,29.1,791,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2024,Gombe,Nafada,Dry,31.6,73,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2024,Gombe,Shongom,Wet,28.4,993,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2024,Gombe,Shongom,Dry,30.6,62,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2024,Gombe,Yamaltu/Deba,Wet,29,654,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2024,Gombe,Yamaltu/Deba,Dry,31,36,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2024,Imo,Aboh Mbaise,Wet,26.9,1934,Flood,Cassava,Maize,Yam,10,3,9,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-35,-50
2024,Imo,Aboh Mbaise,Dry,28.2,90,Normal,Cassava,Maize,Rice,10,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2024,Imo,Ahiazu Mbaise,Wet,27.3,1935,Normal,Cassava,Yam,Rice,10,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Ahiazu Mbaise,Dry,29.1,125,Normal,Yam,Maize,Cassava,9,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2024,Imo,Ehime Mbano,Wet,27.2,1661,Flood,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-40,-35
2024,Imo,Ehime Mbano,Dry,29.3,148,Normal,Maize,Cassava,Rice,3,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2024,Imo,Ezinihitte,Wet,27.3,1765,Flood,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-35,-40,-50
2024,Imo,Ezinihitte,Dry,29.2,106,Normal,Rice,Cassava,Maize,4,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,Imo,Ideato North,Wet,26.9,1779,Flood,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-35
2024,Imo,Ideato North,Dry,29.3,119,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Ideato South,Wet,26.8,1660,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,Imo,Ideato South,Dry,28.9,131,Normal,Cassava,Yam,Rice,10,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Ihitte/Uboma,Wet,26.8,1871,Normal,Rice,Maize,Yam,4,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2024,Imo,Ihitte/Uboma,Dry,28.3,139,Normal,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,Imo,Ikeduru,Wet,27.1,1949,Flood,Yam,Maize,Rice,9,3,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-35,-40
2024,Imo,Ikeduru,Dry,29.2,129,Normal,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,Imo,Isiala Mbano,Wet,26.7,1739,Flood,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-40,-50
2024,Imo,Isiala Mbano,Dry,29.5,97,Normal,Yam,Cassava,Rice,9,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Isu,Wet,27.3,1872,Flood,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-35,-40,-50
2024,Imo,Isu,Dry,29.3,80,Normal,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Mbaitoli,Wet,26.7,1927,Flood,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-35,-50,-50
2024,Imo,Mbaitoli,Dry,28.9,88,Normal,Maize,Yam,Rice,3,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2024,Imo,Ngor Okpala,Wet,27.3,1655,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,Imo,Ngor Okpala,Dry,29.1,140,Normal,Cassava,Maize,Rice,10,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2024,Imo,Njaba,Wet,26.7,1912,Normal,Cassava,Maize,Yam,10,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2024,Imo,Njaba,Dry,29.4,102,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Nkwerre,Wet,26.8,1606,Flood,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-40,-35
2024,Imo,Nkwerre,Dry,29.2,89,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2024,Imo,Nwangele,Wet,26.9,1889,Flood,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-40,-35,-50
2024,Imo,Nwangele,Dry,29.4,119,Normal,Yam,Cassava,Rice,9,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Obowo,Wet,26.7,1998,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Obowo,Dry,28.9,94,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2024,Imo,Oguta,Wet,27,1918,Flood,Yam,Maize,Cassava,9,3,10,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-35,-50
2024,Imo,Oguta,Dry,28.3,88,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Ohaji/Egbema,Wet,27.2,1686,Normal,Cassava,Yam,Maize,10,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,Imo,Ohaji/Egbema,Dry,28.6,118,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,Imo,Okigwe,Wet,26.9,1918,Normal,Cassava,Maize,Yam,10,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2024,Imo,Okigwe,Dry,28.9,133,Normal,Cassava,Rice,Yam,10,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Orlu,Wet,26.5,1758,Flood,Rice,Cassava,Maize,4,10,3,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-40,-50,-35
2024,Imo,Orlu,Dry,29.4,130,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,Imo,Orsu,Wet,27.2,1964,Normal,Cassava,Rice,Yam,10,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Orsu,Dry,28.9,139,Normal,Yam,Rice,Maize,9,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,Imo,Oru East,Wet,26.7,1862,Flood,Cassava,Maize,Yam,10,3,9,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-35,-50
2024,Imo,Oru East,Dry,28.5,124,Normal,Cassava,Maize,Yam,10,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2024,Imo,Oru West,Wet,27.4,1675,Flood,Yam,Maize,Rice,9,3,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-35,-40
2024,Imo,Oru West,Dry,28.3,147,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Owerri Municipal,Wet,26.7,1721,Flood,Cassava,Maize,Rice,10,3,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-35,-40
2024,Imo,Owerri Municipal,Dry,29.1,96,Normal,Cassava,Maize,Rice,10,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2024,Imo,Owerri North,Wet,27.3,1808,Normal,Rice,Cassava,Maize,4,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2024,Imo,Owerri North,Dry,28.3,103,Normal,Maize,Yam,Rice,3,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2024,Imo,Owerri West,Wet,26.8,1667,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Owerri West,Dry,29.3,96,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2024,Imo,Unuimo,Wet,27.4,1642,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2024,Imo,Unuimo,Dry,29.4,134,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2024,Jigawa,Auyo,Wet,29.2,883,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2024,Jigawa,Auyo,Dry,30.2,32,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2024,Jigawa,Babura,Wet,27.7,768,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2024,Jigawa,Babura,Dry,30.7,56,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2024,Jigawa,Birnin Kudu,Wet,29,816,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2024,Jigawa,Birnin Kudu,Dry,29.6,38,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2024,Jigawa,Birniwa,Wet,29.1,725,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2024,Jigawa,Birniwa,Dry,29.9,73,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2024,Jigawa,Buji,Wet,29.5,846,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2024,Jigawa,Buji,Dry,29.8,44,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2024,Jigawa,Dutse,Wet,27.9,977,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2024,Jigawa,Dutse,Dry,29.5,74,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2024,Jigawa,Gagarawa,Wet,28,625,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2024,Jigawa,Gagarawa,Dry,31.5,69,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2024,Jigawa,Garki,Wet,27.7,733,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2024,Jigawa,Garki,Dry,31.2,75,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2024,Jigawa,Gumel,Wet,29,899,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2024,Jigawa,Gumel,Dry,29.6,68,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2024,Jigawa,Guri,Wet,28.5,639,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2024,Jigawa,Guri,Dry,30.3,72,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2024,Jigawa,Gwaram,Wet,27.6,732,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2024,Jigawa,Gwaram,Dry,31.3,33,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2024,Jigawa,Gwiwa,Wet,28,939,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2024,Jigawa,Gwiwa,Dry,29.6,76,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2024,Jigawa,Hadejia,Wet,28.3,826,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2024,Jigawa,Hadejia,Dry,31.9,68,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2024,Jigawa,Jahun,Wet,27.9,991,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2024,Jigawa,Jahun,Dry,31.6,55,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2024,Jigawa,Kafin Hausa,Wet,29.3,838,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2024,Jigawa,Kafin Hausa,Dry,31.8,31,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2024,Jigawa,Kaugama,Wet,29.2,944,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2024,Jigawa,Kaugama,Dry,30.8,34,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2024,Jigawa,Kazaure,Wet,28.8,640,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2024,Jigawa,Kazaure,Dry,31.6,35,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2024,Jigawa,Kiri Kasama,Wet,27.9,953,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2024,Jigawa,Kiri Kasama,Dry,31.1,38,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2024,Jigawa,Kiyawa,Wet,29.2,670,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2024,Jigawa,Kiyawa,Dry,30.3,66,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2024,Jigawa,Maigatari,Wet,28.8,988,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2024,Jigawa,Maigatari,Dry,31.9,69,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2024,Jigawa,Malam Madori,Wet,28.3,782,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
